rule	path	line	owner	class	evidence
V27?	01_core/src/compiler/layout/cite.rs	132	layout	OVERLAP-OR-SUBSUMPTION	2 arms [(CitationStyle::Numeric, CitationForm::Author, Some(e)) | (_, CitationForm::Author, Some(e))]
V27?	01_core/src/compiler/layout/cite.rs	133	layout	OVERLAP-OR-SUBSUMPTION	2 arms [(CitationStyle::Numeric, CitationForm::Year, Some(e)) | (_, CitationForm::Year, Some(e))]
V27?	01_core/src/compiler/layout/cursor.rs	1237	flush_pending_cell_tails	OVERLAP-OR-SUBSUMPTION	6 arms [FrameItem::Text { pos, .. } | FrameItem::TextShaped { pos, .. } | FrameItem::Glyph { pos, .. } | FrameItem::Image { pos, .. } | FrameItem::Shape { pos, .. } | FrameItem::Group { pos, .. }]
V27?	01_core/src/compiler/layout/grid.rs	212	layout_grid	BINDING-DEPENDENT	2 arms [Content::GridHeader(e) | Content::TableHeader(e)]
V27?	01_core/src/compiler/layout/grid.rs	219	layout_grid	BINDING-DEPENDENT	2 arms [Content::GridFooter(e) | Content::TableFooter(e)]
V27?	01_core/src/compiler/layout/grid.rs	240	layout_grid	BINDING-DEPENDENT	2 arms [Content::GridCell(e) | Content::TableCell(e)]
V27?	01_core/src/compiler/layout/grid.rs	337	layout_grid	BINDING-DEPENDENT	2 arms [Content::TableCell(e) | Content::GridCell(e)]
V27?	01_core/src/compiler/layout/grid.rs	412	layout_grid	BINDING-DEPENDENT	2 arms [Content::TableCell(e) | Content::GridCell(e)]
V27?	01_core/src/compiler/layout/grid.rs	668	layout_grid	BINDING-DEPENDENT	2 arms [Content::TableCell(e) | Content::GridCell(e)]
V27?	01_core/src/compiler/layout/grid.rs	1285	cell_effective_stroke	BINDING-DEPENDENT	2 arms [Content::TableCell(e) | Content::GridCell(e)]
V27?	01_core/src/compiler/layout/helpers.rs	20	item_pos	OVERLAP-OR-SUBSUMPTION	6 arms [FrameItem::Text { pos, .. } | FrameItem::TextShaped { pos, .. } | FrameItem::Glyph { pos, .. } | FrameItem::Image { pos, .. } | FrameItem::Shape { pos, .. } | FrameItem::Group { pos, .. }]
V27?	01_core/src/compiler/layout/helpers.rs	99	line_content_bottom	OVERLAP-OR-SUBSUMPTION	2 arms [FrameItem::Text { pos, text, style } | FrameItem::TextShaped { pos, text, style, .. }]
V27?	01_core/src/compiler/layout/helpers.rs	244	shift_frame_item_x	OVERLAP-OR-SUBSUMPTION	6 arms [FrameItem::Text { pos, .. } | FrameItem::TextShaped { pos, .. } | FrameItem::Glyph { pos, .. } | FrameItem::Image { pos, .. } | FrameItem::Shape { pos, .. } | FrameItem::Group { pos, .. }]
V27?	01_core/src/compiler/layout/helpers.rs	275	shift_frame_item_y	OVERLAP-OR-SUBSUMPTION	6 arms [FrameItem::Text { pos, .. } | FrameItem::TextShaped { pos, .. } | FrameItem::Glyph { pos, .. } | FrameItem::Image { pos, .. } | FrameItem::Shape { pos, .. } | FrameItem::Group { pos, .. }]
V27?	01_core/src/compiler/layout/helpers.rs	349	resolve_pt	OVERLAP-OR-SUBSUMPTION	3 arms [None | Some(Value::Auto) | Some(_)]
V27?	01_core/src/compiler/layout/helpers.rs	427	item_bottom_y	OVERLAP-OR-SUBSUMPTION	2 arms [FrameItem::Text { pos, text, style } | FrameItem::TextShaped { pos, text, style, .. }]
V27?	01_core/src/compiler/layout/mod.rs	1172	layout_content	EMPTY-EQUIVALENCE	11 arms [Content::Empty | Content::Metadata(_) | Content::State(_) | Content::StateUpdate(_) | Content::Document { .. } | Content::Asset { .. } | Content::CounterUpdate(_) | Content::MathAlignPoint(_) | Content::GridHLine(_) | Content::GridVLine(_) | Content::TableHLine(_) | Content::TableVLine(_) | Content::ContextBlock(_) | Content::HtmlElem(_)]
V27?	01_core/src/compiler/layout/mod.rs	2139	measure_content_constrained	BINDING-DEPENDENT	3 arms [Content::Hide(e) | Content::Repeat(e) | Content::Align(e)]
V27?	01_core/src/compiler/layout/mod.rs	2162	measure_content_constrained	OVERLAP-OR-SUBSUMPTION	3 arms [Content::Pagebreak(_) | Content::Colbreak(_) | _]
V27?	01_core/src/compiler/layout/mod.rs	2707	walk	OVERLAP-OR-SUBSUMPTION	2 arms [Content::Styled(body, _) | Content::SmallCaps { body }]
V27?	01_core/src/compiler/layout/mod.rs	2708	walk	BINDING-DEPENDENT	16 arms [Content::Block(e) | Content::Boxed(e) | Content::Pad(e) | Content::Align(e) | Content::Hide(e) | Content::ListItem(e) | Content::EnumItem(e) | Content::Footnote(e) | Content::Overline(e) | Content::Strike(e) | Content::Underline(e) | Content::Strong(e) | Content::Emph(e) | Content::Link(e) | Content::Heading(e) | Content::Title(e)]
V27?	01_core/src/compiler/layout/slicing.rs	63	item_y_start	OVERLAP-OR-SUBSUMPTION	6 arms [FrameItem::Text { pos, .. } | FrameItem::TextShaped { pos, .. } | FrameItem::Glyph { pos, .. } | FrameItem::Image { pos, .. } | FrameItem::Shape { pos, .. } | FrameItem::Group { pos, .. }]
V27?	01_core/src/compiler/introspect/locatable.rs	23	is_locatable	OVERLAP-OR-SUBSUMPTION	15 arms [Content::Heading(_) | Content::Figure(_) | Content::Cite { .. } | Content::Metadata(_) | Content::State(_) | Content::StateUpdate(_) | Content::StateDisplay(_) | Content::CounterDisplayCallback(_) | Content::ContextBlock(_) | Content::Outline(_) | Content::Bibliography(_) | Content::Equation(_) | Content::CounterUpdate(_) | Content::Table(_) | Content::Footnote(_)]
V27?	01_core/src/compiler/introspect/from_tags.rs	185	apply_state_displays	OVERLAP-OR-SUBSUMPTION	2 arms [Ok(_) | Err(_)]
V27?	01_core/src/compiler/introspect/from_tags.rs	290	apply_counter_displays	OVERLAP-OR-SUBSUMPTION	2 arms [Ok(_) | Err(_)]
V27?	01_core/src/compiler/introspect/extract_payload.rs	24	extract_payload	BINDING-DEPENDENT	14 arms [Content::Figure(e) | Content::Cite(e) | Content::Metadata(e) | Content::State(e) | Content::StateUpdate(e) | Content::StateDisplay(e) | Content::CounterDisplayCallback(e) | Content::Outline(e) | Content::Bibliography(e) | Content::Equation(e) | Content::Table(e) | Content::Footnote(e) | Content::CounterUpdate(e) | Content::ContextBlock(e)]
V27?	01_core/src/compiler/eval/math.rs	265	eval_math_arg_value	BINDING-DEPENDENT	2 arms [Expr::Ident(i) | Expr::MathIdent(i)]
V27?	01_core/src/compiler/eval/math.rs	331	eval_math_expr	BINDING-DEPENDENT	2 arms [MathTextKind::Grapheme(s) | MathTextKind::Number(s)]
V27?	01_core/src/compiler/eval/mod.rs	848	value_to_display_content	OVERLAP-OR-SUBSUMPTION	2 arms [Value::Counter(_) | Value::None]
V27?	01_core/src/compiler/eval/mod.rs	895	eval_expr	OVERLAP-OR-SUBSUMPTION	2 arms [Expr::None(_) | Expr::Text(_) | Expr::Space(_) | Expr::Parbreak(_) | Expr::SmartQuote(_) | Expr::TermItem(_) | Expr::MathText(_) | Expr::MathIdent(_) | Expr::MathShorthand(_) | Expr::MathAlignPoint(_) | Expr::MathDelimited(_) | Expr::MathAttach(_) | Expr::MathPrimes(_) | Expr::MathFrac(_) | Expr::MathRoot(_)]
V27?	01_core/src/compiler/eval/mod.rs	1320	eval_expr	BINDING-DEPENDENT	2 arms [Expr::Escape(v) | Expr::Shorthand(v)]
V27?	01_core/src/compiler/eval/rules.rs	211	math_elem_params	DECLARATIVE-TABLE	2 arms ["lr" | "stretch"]
V27?	01_core/src/compiler/eval/tests.rs	6392	has_math_root	BINDING-DEPENDENT	2 arms [Content::MathSequence(ns) | Content::Sequence(ns)]
V27?	01_core/src/compiler/eval/tests.rs	6410	has_math_root_with_index	BINDING-DEPENDENT	2 arms [Content::MathSequence(ns) | Content::Sequence(ns)]
V27?	01_core/src/compiler/eval/tests.rs	9331	find_mathident_in	BINDING-DEPENDENT	2 arms [Content::MathIdent(s) | Content::MathText(s)]
V27?	01_core/src/compiler/eval/tests.rs	9567	find_unlined_frac_in	BINDING-DEPENDENT	2 arms [Content::MathDelimited(e) | Content::Equation(e)]
V27?	01_core/src/compiler/eval/tests.rs	9848	p958_mathtexts	BINDING-DEPENDENT	2 arms [Content::Equation(e) | Content::MathDelimited(e)]
V27?	01_core/src/compiler/eval/selector_matching.rs	148	selector_matches	OVERLAP-OR-SUBSUMPTION	3 arms [Selector::Text(_) | Selector::Regex(_) | Selector::Label(_)]
V27?	01_core/src/compiler/eval/selector_matching.rs	195	is_node_rule	OVERLAP-OR-SUBSUMPTION	2 arms [Selector::Text(_) | Selector::Regex(_) | Selector::Label(_)]
V27?	01_core/src/compiler/eval/closures.rs	188	apply_closure	OVERLAP-OR-SUBSUMPTION	2 arms [Some(FlowEvent::Return(_, None, _)) | None]
V27?	01_core/src/compiler/eval/bindings/method_dispatch.rs	76	has_readonly_method	OVERLAP-OR-SUBSUMPTION	3 arms [(Value::Str(_) | Value::Bytes(_), "first" | "last" | "at") | ( Value::Content(_) | Value::LocatedContent(_, _), "func" | "has" | "at" | "fields" | "location", ) | (Value::Version(_) | Value::Args(_), "at")]
V27?	01_core/src/compiler/eval/operators/ordering.rs	22	apply_binary	BINDING-DEPENDENT	4 arms [(BinOp::Lt, Value::Int(a), Value::Int(b)) | (BinOp::Lt, Value::Float(a), Value::Float(b)) | (BinOp::Lt, Value::Duration(a), Value::Duration(b)) | (BinOp::Lt, Value::Version(a), Value::Version(b))]
V27?	01_core/src/compiler/eval/operators/ordering.rs	32	apply_binary	BINDING-DEPENDENT	4 arms [(BinOp::Leq, Value::Int(a), Value::Int(b)) | (BinOp::Leq, Value::Float(a), Value::Float(b)) | (BinOp::Leq, Value::Duration(a), Value::Duration(b)) | (BinOp::Leq, Value::Version(a), Value::Version(b))]
V27?	01_core/src/compiler/eval/operators/ordering.rs	42	apply_binary	BINDING-DEPENDENT	4 arms [(BinOp::Gt, Value::Int(a), Value::Int(b)) | (BinOp::Gt, Value::Float(a), Value::Float(b)) | (BinOp::Gt, Value::Duration(a), Value::Duration(b)) | (BinOp::Gt, Value::Version(a), Value::Version(b))]
V27?	01_core/src/compiler/eval/operators/ordering.rs	52	apply_binary	BINDING-DEPENDENT	4 arms [(BinOp::Geq, Value::Int(a), Value::Int(b)) | (BinOp::Geq, Value::Float(a), Value::Float(b)) | (BinOp::Geq, Value::Duration(a), Value::Duration(b)) | (BinOp::Geq, Value::Version(a), Value::Version(b))]
V27?	01_core/src/compiler/eval/operators/ordering.rs	99	value_cmp	BINDING-DEPENDENT	2 arms [(Value::Bool(x), Value::Bool(y)) | (Value::Int(x), Value::Int(y))]
V27?	01_core/src/compiler/eval/operators/ordering.rs	101	value_cmp	BINDING-DEPENDENT	3 arms [(Value::Float(x), Value::Float(y)) | (Value::Version(x), Value::Version(y)) | (Value::Duration(x), Value::Duration(y))]
V27?	01_core/src/entities/ast/expr.rs	111	from_untyped	OVERLAP-OR-SUBSUMPTION	2 arms [SyntaxKind::Space | _]
V27?	01_core/src/entities/ast/expr.rs	180	to_untyped	BINDING-DEPENDENT	59 arms [Self::Text(v) | Self::Space(v) | Self::Linebreak(v) | Self::Parbreak(v) | Self::Escape(v) | Self::Shorthand(v) | Self::SmartQuote(v) | Self::Strong(v) | Self::Emph(v) | Self::Raw(v) | Self::Link(v) | Self::Label(v) | Self::Ref(v) | Self::Heading(v) | Self::ListItem(v) | Self::EnumItem(v) | Self::TermItem(v) | Self::Equation(v) | Self::Math(v) | Self::MathText(v) | Self::MathIdent(v) | Self::MathShorthand(v) | Self::MathAlignPoint(v) | Self::MathDelimited(v) | Self::MathAttach(v) | Self::MathPrimes(v) | Self::MathFrac(v) | Self::MathRoot(v) | Self::Ident(v) | Self::None(v) | Self::Auto(v) | Self::Bool(v) | Self::Int(v) | Self::Float(v) | Self::Numeric(v) | Self::Str(v) | Self::CodeBlock(v) | Self::ContentBlock(v) | Self::Array(v) | Self::Dict(v) | Self::Parenthesized(v) | Self::Unary(v) | Self::Binary(v) | Self::FieldAccess(v) | Self::FuncCall(v) | Self::Closure(v) | Self::LetBinding(v) | Self::DestructAssignment(v) | Self::SetRule(v) | Self::ShowRule(v) | Self::Contextual(v) | Self::Conditional(v) | Self::WhileLoop(v) | Self::ForLoop(v) | Self::ModuleImport(v) | Self::ModuleInclude(v) | Self::LoopBreak(v) | Self::LoopContinue(v) | Self::FuncReturn(v)]
V27?	01_core/src/entities/ast/expr.rs	495	to_untyped	BINDING-DEPENDENT	2 arms [Self::Pos(v) | Self::Spread(v)]
V27?	01_core/src/entities/ast/expr.rs	529	to_untyped	BINDING-DEPENDENT	3 arms [Self::Named(v) | Self::Keyed(v) | Self::Spread(v)]
V27?	01_core/src/entities/ast/expr.rs	820	to_untyped	BINDING-DEPENDENT	3 arms [Self::Pos(v) | Self::Named(v) | Self::Spread(v)]
V27?	01_core/src/entities/ast/expr.rs	868	to_untyped	BINDING-DEPENDENT	3 arms [Self::Pos(v) | Self::Named(v) | Self::Spread(v)]
V27?	01_core/src/entities/ast/expr.rs	896	to_untyped	BINDING-DEPENDENT	4 arms [Self::Normal(v) | Self::Placeholder(v) | Self::Parenthesized(v) | Self::Destructuring(v)]
V27?	01_core/src/entities/ast/expr.rs	955	to_untyped	BINDING-DEPENDENT	3 arms [Self::Pattern(v) | Self::Named(v) | Self::Spread(v)]
V27?	01_core/src/entities/ast/code.rs	51	init	OVERLAP-OR-SUBSUMPTION	2 arms [LetBindingKind::Normal(_) | LetBindingKind::Closure(_)]
V27?	01_core/src/entities/syntax_node.rs	196	spanless_eq	BINDING-DEPENDENT	3 arms [(NodeKind::Leaf(a), NodeKind::Leaf(b)) | (NodeKind::Inner(a), NodeKind::Inner(b)) | (NodeKind::Error(a), NodeKind::Error(b))]
V27?	01_core/src/entities/page_supplement.rs	27	local_name	OVERLAP-OR-SUBSUMPTION	2 arms [Some("fr") | Some("fra") | Some("fre") | _]
V27?	01_core/src/entities/elements/outline.rs	58	is_active	OVERLAP-OR-SUBSUMPTION	2 arms [OutlineIndent::Auto | OutlineIndent::Length(_) | OutlineIndent::Function(_)]
V27?	01_core/src/entities/math_style.rs	49	size_factor	OVERLAP-OR-SUBSUMPTION	2 arms [MathStyleKind::Display | MathStyleKind::Inline | MathStyleKind::Plain | MathStyleKind::SansSerif | MathStyleKind::Chancery | MathStyleKind::Roundhand | MathStyleKind::Fraktur | MathStyleKind::Monospace | MathStyleKind::DoubleStruck]
V27?	01_core/src/entities/math_style.rs	188	letter_base	OVERLAP-OR-SUBSUMPTION	3 arms [(MathStyleKind::Plain, false, false) | (MathStyleKind::Script | MathStyleKind::SScript, _, _) | _other]
V27?	01_core/src/entities/math_class.rs	54	default_math_class	OVERLAP-OR-SUBSUMPTION	3 arms ['⋯' | '⋱' | '⋰' | '⋮' | '.' | '/' | '\u{22A5}']
V27?	01_core/src/entities/math_class.rs	66	default_math_class	DECLARATIVE-TABLE	2 arms ['⅋' | '⟇']
V27?	01_core/src/entities/layout_types.rs	822	plain_text_items	OVERLAP-OR-SUBSUMPTION	2 arms [FrameItem::Text { text, .. } | FrameItem::TextShaped { text, .. }]
V27?	01_core/src/entities/layout_types.rs	824	plain_text_items	OVERLAP-OR-SUBSUMPTION	3 arms [FrameItem::Link { items, .. } | FrameItem::Group { items, .. } | FrameItem::Semantic { items, .. }]
V27?	01_core/src/entities/introspector.rs	678	query	OVERLAP-OR-SUBSUMPTION	2 arms [Selector::Regex(_re) | Selector::Where { .. }]
V27?	01_core/src/entities/content.rs	2672	page_column_segments	MACRO-EQUIVALENCE	2 arms [Self::Pagebreak(_) | Self::Empty | Self::Text(_) | Self::PageRun(_) | Self::Space | Self::Parbreak | Self::Par { .. } | Self::Heading(_) | Self::Title(_) | Self::Strong(_) | Self::Emph(_) | Self::Raw(_) | Self::ListItem(_) | Self::EnumItem(_) | Self::Link(_) | Self::Equation(_) | Self::MathSequence(_) | Self::MathIdent(_) | Self::MathText(_) | Self::MathFrac(_) | Self::MathAttach(_) | Self::MathRoot(_) | Self::MathDelimited(_) | Self::MathAlignPoint(_) | Self::Linebreak(_) | Self::MathMatrix(_) | Self::MathCases(_) | Self::MathAccent(_) | Self::MathCancel(_) | Self::MathClassOverride(_) | Self::MathLimitsOverride(_) | Self::MathUnderover(_) | Self::MathOp(_) | Self::MathStyled(_) | Self::Label(_) | Self::Ref(_) | Self::CounterDisplay(_) | Self::CounterUpdate(_) | Self::Outline(_) | Self::Figure(_) | Self::Image(_) | Self::Shape(_) | Self::Curve(_) | Self::Transform(_) | Self::Grid(_) | Self::GridHeader(_) | Self::GridFooter(_) | Self::GridCell(_) | Self::SetPage { .. } | Self::Align(_) | Self::Place(_) | Self::Divider(_) | Self::Terms(_) | Self::TermItem(_) | Self::Quote(_) | Self::Document { .. } | Self::Asset { .. } | Self::SmartQuote(_) | Self::Underline(_) | Self::Strike(_) | Self::Overline(_) | Self::SmallCaps { .. } | Self::Pad(_) | Self::Hide(_) | Self::HSpace(_) | Self::VSpace(_) | Self::Colbreak(_) | Self::Stack(_) | Self::Boxed(_) | Self::Block(_) | Self::TableCell(_) | Self::Bibliography(_) | Self::Cite(_) | Self::Footnote(_) | Self::TableHeader(_) | Self::TableFooter(_) | Self::GridHLine(_) | Self::GridVLine(_) | Self::TableHLine(_) | Self::TableVLine(_) | Self::Table(_) | Self::Repeat(_) | Self::Columns(_) | Self::Metadata(_) | Self::State(_) | Self::StateUpdate(_) | Self::StateDisplay(_) | Self::CounterDisplayCallback(_) | Self::ContextBlock(_) | Self::Dynamic(_) | Self::HtmlElem(_)]
V27?	01_core/src/entities/content.rs	2883	is_empty	OVERLAP-OR-SUBSUMPTION	3 arms [Self::Empty | Self::Document { .. } | Self::Asset { .. }]
V27?	01_core/src/entities/content.rs	2885	is_empty	OVERLAP-OR-SUBSUMPTION	4 arms [Self::Parbreak | Self::GridHLine(_) | Self::GridVLine(_) | Self::TableHLine(_) | Self::TableVLine(_) | _]
V27?	01_core/src/entities/content.rs	2887	is_empty	OVERLAP-OR-SUBSUMPTION	3 arms [Self::Par { body } | Self::SmallCaps { body } | Self::Styled(body, _)]
V27?	01_core/src/entities/content.rs	2888	is_empty	BINDING-DEPENDENT	34 arms [Self::PageRun(e) | Self::Label(e) | Self::Figure(e) | Self::Grid(e) | Self::GridHeader(e) | Self::GridFooter(e) | Self::GridCell(e) | Self::Table(e) | Self::TableCell(e) | Self::TableHeader(e) | Self::TableFooter(e) | Self::Bibliography(e) | Self::Cite(e) | Self::Footnote(e) | Self::Terms(e) | Self::TermItem(e) | Self::Quote(e) | Self::Underline(e) | Self::Strike(e) | Self::Overline(e) | Self::SmartQuote(e) | Self::Pad(e) | Self::Hide(e) | Self::HSpace(e) | Self::VSpace(e) | Self::Pagebreak(e) | Self::Colbreak(e) | Self::Block(e) | Self::Boxed(e) | Self::Stack(e) | Self::Repeat(e) | Self::Columns(e) | Self::Strong(e) | Self::Emph(e)]
V27?	01_core/src/entities/content.rs	2989	plain_text	OVERLAP-OR-SUBSUMPTION	6 arms [Self::Empty | Self::GridHLine(_) | Self::GridVLine(_) | Self::TableHLine(_) | Self::TableVLine(_) | Self::SetPage { .. } | Self::Asset { .. } | Self::ContextBlock(_)]
V27?	01_core/src/entities/content.rs	2990	plain_text	BINDING-DEPENDENT	3 arms [Self::Text(s) | Self::MathIdent(s) | Self::MathText(s)]
V27?	01_core/src/entities/content.rs	2995	plain_text	OVERLAP-OR-SUBSUMPTION	3 arms [Self::Par { body } | Self::SmallCaps { body } | Self::Styled(body, _)]
V27?	01_core/src/entities/content.rs	2996	plain_text	BINDING-DEPENDENT	68 arms [Self::PageRun(e) | Self::Metadata(e) | Self::State(e) | Self::StateUpdate(e) | Self::StateDisplay(e) | Self::CounterDisplayCallback(e) | Self::Strong(e) | Self::Emph(e) | Self::Raw(e) | Self::ListItem(e) | Self::EnumItem(e) | Self::Link(e) | Self::Underline(e) | Self::Strike(e) | Self::Overline(e) | Self::SmartQuote(e) | Self::Equation(e) | Self::MathFrac(e) | Self::MathAttach(e) | Self::MathRoot(e) | Self::MathDelimited(e) | Self::MathAlignPoint(e) | Self::Linebreak(e) | Self::MathMatrix(e) | Self::MathCases(e) | Self::MathAccent(e) | Self::MathCancel(e) | Self::MathClassOverride(e) | Self::MathLimitsOverride(e) | Self::MathUnderover(e) | Self::MathOp(e) | Self::Label(e) | Self::Ref(e) | Self::CounterDisplay(e) | Self::CounterUpdate(e) | Self::Outline(e) | Self::Figure(e) | Self::Image(e) | Self::Shape(e) | Self::Curve(e) | Self::Transform(e) | Self::Grid(e) | Self::GridHeader(e) | Self::GridFooter(e) | Self::GridCell(e) | Self::Table(e) | Self::TableCell(e) | Self::TableHeader(e) | Self::TableFooter(e) | Self::Bibliography(e) | Self::Cite(e) | Self::Footnote(e) | Self::Align(e) | Self::Place(e) | Self::Terms(e) | Self::TermItem(e) | Self::Pad(e) | Self::Hide(e) | Self::HSpace(e) | Self::VSpace(e) | Self::Pagebreak(e) | Self::Colbreak(e) | Self::Block(e) | Self::Boxed(e) | Self::Stack(e) | Self::Repeat(e) | Self::Columns(e) | Self::Quote(e)]
V27?	01_core/src/entities/content.rs	3150	eq	BINDING-DEPENDENT	3 arms [(Self::Empty, Self::Empty) | (Self::Space, Self::Space) | (Self::Parbreak, Self::Parbreak)]
V27?	01_core/src/entities/content.rs	3151	eq	BINDING-DEPENDENT	77 arms [(Self::Text(a), Self::Text(b)) | (Self::Par { body: a }, Self::Par { body: b }) | (Self::Heading(a), Self::Heading(b)) | (Self::Strong(a), Self::Strong(b)) | (Self::Emph(a), Self::Emph(b)) | (Self::Raw(a), Self::Raw(b)) | (Self::ListItem(a), Self::ListItem(b)) | (Self::EnumItem(a), Self::EnumItem(b)) | (Self::Link(a), Self::Link(b)) | (Self::Equation(a), Self::Equation(b)) | (Self::MathIdent(a), Self::MathIdent(b)) | (Self::MathText(a), Self::MathText(b)) | (Self::MathFrac(a), Self::MathFrac(b)) | (Self::MathAttach(a), Self::MathAttach(b)) | (Self::MathRoot(a), Self::MathRoot(b)) | (Self::MathDelimited(a), Self::MathDelimited(b)) | (Self::MathAlignPoint(a), Self::MathAlignPoint(b)) | (Self::Linebreak(a), Self::Linebreak(b)) | (Self::MathMatrix(a), Self::MathMatrix(b)) | (Self::MathCases(a), Self::MathCases(b)) | (Self::MathAccent(a), Self::MathAccent(b)) | (Self::MathCancel(a), Self::MathCancel(b)) | (Self::MathClassOverride(a), Self::MathClassOverride(b)) | (Self::MathLimitsOverride(a), Self::MathLimitsOverride(b)) | (Self::MathUnderover(a), Self::MathUnderover(b)) | (Self::MathOp(a), Self::MathOp(b)) | (Self::MathStyled(a), Self::MathStyled(b)) | (Self::Label(a), Self::Label(b)) | (Self::Ref(a), Self::Ref(b)) | (Self::CounterDisplay(a), Self::CounterDisplay(b)) | (Self::CounterUpdate(a), Self::CounterUpdate(b)) | (Self::Outline(a), Self::Outline(b)) | (Self::Figure(a), Self::Figure(b)) | (Self::Image(a), Self::Image(b)) | (Self::Shape(a), Self::Shape(b)) | (Self::Curve(a), Self::Curve(b)) | (Self::Transform(a), Self::Transform(b)) | (Self::Grid(a), Self::Grid(b)) | (Self::GridHeader(a), Self::GridHeader(b)) | (Self::GridFooter(a), Self::GridFooter(b)) | (Self::GridCell(a), Self::GridCell(b)) | (Self::GridHLine(a), Self::GridHLine(b)) | (Self::GridVLine(a), Self::GridVLine(b)) | (Self::TableHLine(a), Self::TableHLine(b)) | (Self::TableVLine(a), Self::TableVLine(b)) | (Self::Table(a), Self::Table(b)) | (Self::TableCell(a), Self::TableCell(b)) | (Self::TableHeader(a), Self::TableHeader(b)) | (Self::TableFooter(a), Self::TableFooter(b)) | (Self::Bibliography(a), Self::Bibliography(b)) | (Self::Cite(a), Self::Cite(b)) | (Self::Footnote(a), Self::Footnote(b)) | (Self::PageRun(a), Self::PageRun(b)) | (Self::Align(a), Self::Align(b)) | (Self::Place(a), Self::Place(b)) | (Self::Divider(a), Self::Divider(b)) | (Self::Terms(a), Self::Terms(b)) | (Self::TermItem(a), Self::TermItem(b)) | (Self::Quote(a), Self::Quote(b)) | (Self::Underline(a), Self::Underline(b)) | (Self::Strike(a), Self::Strike(b)) | (Self::Overline(a), Self::Overline(b)) | (Self::SmallCaps { body: a }, Self::SmallCaps { body: b }) | (Self::SmartQuote(a), Self::SmartQuote(b)) | (Self::Pad(a), Self::Pad(b)) | (Self::Hide(a), Self::Hide(b)) | (Self::HSpace(a), Self::HSpace(b)) | (Self::VSpace(a), Self::VSpace(b)) | (Self::Pagebreak(a), Self::Pagebreak(b)) | (Self::Colbreak(a), Self::Colbreak(b)) | (Self::Block(a), Self::Block(b)) | (Self::Boxed(a), Self::Boxed(b)) | (Self::Stack(a), Self::Stack(b)) | (Self::Repeat(a), Self::Repeat(b)) | (Self::Columns(a), Self::Columns(b)) | (Self::StateDisplay(a), Self::StateDisplay(b)) | (Self::CounterDisplayCallback(a), Self::CounterDisplayCallback(b))]
V27?	01_core/src/entities/content.rs	3154	eq	BINDING-DEPENDENT	2 arms [(Self::Sequence(a), Self::Sequence(b)) | (Self::MathSequence(a), Self::MathSequence(b))]
V27?	01_core/src/entities/content.rs	3387	get_field	BINDING-DEPENDENT	4 arms [(Content::Strong(e), f) | (Content::Emph(e), f) | (Content::Linebreak(e), f) | (Content::Equation(e), f)]
V27?	01_core/src/entities/content.rs	3412	get_field	BINDING-DEPENDENT	2 arms [(Content::SmallCaps { body }, "body") | (Content::Par { body }, "body")]
V27?	01_core/src/entities/content.rs	3469	map_content	BINDING-DEPENDENT	49 arms [Content::PageRun(e) | Content::Strong(e) | Content::Emph(e) | Content::ListItem(e) | Content::EnumItem(e) | Content::Link(e) | Content::Label(e) | Content::Figure(e) | Content::Equation(e) | Content::MathFrac(e) | Content::MathAttach(e) | Content::MathRoot(e) | Content::MathDelimited(e) | Content::MathMatrix(e) | Content::MathCases(e) | Content::MathAccent(e) | Content::MathCancel(e) | Content::MathClassOverride(e) | Content::MathLimitsOverride(e) | Content::MathUnderover(e) | Content::MathOp(e) | Content::MathAlignPoint(e) | Content::Terms(e) | Content::TermItem(e) | Content::Quote(e) | Content::Underline(e) | Content::Strike(e) | Content::Overline(e) | Content::Pad(e) | Content::Hide(e) | Content::Block(e) | Content::Boxed(e) | Content::Stack(e) | Content::Repeat(e) | Content::Columns(e) | Content::Transform(e) | Content::Grid(e) | Content::GridHeader(e) | Content::GridFooter(e) | Content::GridCell(e) | Content::Table(e) | Content::TableCell(e) | Content::TableHeader(e) | Content::TableFooter(e) | Content::Bibliography(e) | Content::Cite(e) | Content::Footnote(e) | Content::Align(e) | Content::Place(e)]
